applicant_id,full_name,age,gender,marital_status,education_level,city,state,employment_type,years_employed,annual_income_inr,monthly_expenses_inr,loan_purpose,loan_amount_inr,loan_tenure_months,credit_score,debt_to_income_ratio,existing_loans,previous_defaults,property_ownership,has_collateral,collateral_value_inr,co_applicant,bank_account_age_years,num_credit_inquiries_6m,savings_balance_inr,risk_level,approval_status,interest_rate_pct,application_date,processing_branch,income_to_loan_ratio,savings_months_cover,age_group,application_month
LOAN100303,Shreya Rao,55,Female,Married,High School,Hyderabad,Telangana,Unemployed,0.0,1831,53,Home Loan,2499642,180,683,0.519,2,1,Parental,No,0,Yes,11.4,3,1288,medium,Under Review,0.0,2026-04-29,Ahmedabad,0.0007,24.3,51–64,2026-04
LOAN100304,Riya Rao,53,Male,Divorced,Master's,Vadodara,Gujarat,Business Owner,12.7,1975299,108938,Car Loan,1699096,24,738,0.386,2,0,Rented,Yes,1637895,Yes,5.3,5,4883559,low,Approved,11.67,2026-01-23,Delhi,1.1626,44.83,51–64,2026-01
LOAN100305,Shreya Kapoor,23,Male,Single,PhD,Lucknow,Uttar Pradesh,Business Owner,11.3,934075,27344,Business Loan,5440438,240,838,0.273,2,0,Owned,Yes,6912200,Yes,6.9,0,1617084,low,Approved,9.11,2026-03-07,Ahmedabad,0.1717,59.14,21–30,2026-03
LOAN100306,Anil Bose,24,Male,Widowed,High School,Surat,Gujarat,Self-Employed,14.0,1033940,55276,Gold Loan,276533,12,758,0.447,0,0,Parental,Yes,352987,No,21.2,6,1292718,low,Approved,11.57,2026-04-03,Kolkata,3.7389,23.39,21–30,2026-04
LOAN100307,Lata Agarwal,52,Other,Widowed,Bachelor's,Bangalore,Karnataka,Freelancer,17.7,680819,17137,Personal Loan,352241,240,482,0.742,4,1,Rented,No,0,No,2.5,6,1182492,high,Rejected,0.0,2026-04-28,Chennai,1.9328,69.0,51–64,2026-04
LOAN100308,Riya Agarwal,49,Male,Divorced,Bachelor's,Mumbai,Maharashtra,Freelancer,6.9,443193,14731,Home Loan,4356825,48,555,0.489,3,2,Company Provided,Yes,3780453,Yes,24.0,1,1110609,high,Rejected,0.0,2026-02-08,Chennai,0.1017,75.39,41–50,2026-02
LOAN100309,Ananya Patel,25,Female,Divorced,High School,Jaipur,Rajasthan,Salaried,12.7,725100,37044,Business Loan,1336136,180,496,0.744,3,2,Owned,No,0,No,1.8,1,1342652,high,Rejected,0.0,2026-01-14,Delhi,0.5427,36.24,21–30,2026-01
LOAN100310,Shreya Agarwal,35,Male,Single,Master's,Pune,Maharashtra,Salaried,6.3,505877,19120,Gold Loan,209302,12,575,0.652,1,3,Company Provided,No,0,Yes,8.8,2,1424486,high,Rejected,0.0,2026-04-28,Kolkata,2.417,74.5,31–40,2026-04
LOAN100311,Rekha Mehta,48,Other,Married,PhD,Ahmedabad,Gujarat,Unemployed,0.0,13653,457,Personal Loan,91046,48,801,0.138,1,0,Company Provided,Yes,77141,No,18.3,5,18590,low,Approved,9.17,2026-03-03,Bangalore,0.15,40.68,41–50,2026-03
LOAN100312,Anil Malhotra,59,Male,Married,Master's,Lucknow,Uttar Pradesh,Salaried,9.0,450522,15898,Home Loan,5999048,36,760,0.209,0,0,Parental,Yes,6106021,No,9.5,4,33267,low,Approved,10.35,2025-12-05,Bangalore,0.0751,2.09,51–64,2025-12
LOAN100313,Arjun Mehta,56,Other,Married,High School,Ahmedabad,Gujarat,Salaried,11.4,707609,25746,Car Loan,759380,240,738,0.387,1,0,Company Provided,No,0,No,15.2,6,726628,low,Approved,11.68,2025-12-07,Hyderabad,0.9318,28.22,51–64,2025-12
LOAN100314,Ananya Chaudhary,55,Male,Single,Diploma,Mumbai,Maharashtra,Unemployed,0.0,57945,2787,Personal Loan,485651,120,610,0.548,3,2,Company Provided,Yes,656810,Yes,6.4,5,128465,high,Rejected,0.0,2026-02-09,Pune,0.1193,46.09,51–64,2026-02
LOAN100315,Aarav Malhotra,25,Male,Married,Bachelor's,Ahmedabad,Gujarat,Self-Employed,0.6,418042,16588,Education Loan,1090281,36,481,0.772,2,2,Parental,No,0,Yes,24.4,2,266465,high,Rejected,0.0,2026-02-21,Bangalore,0.3834,16.06,21–30,2026-02
LOAN100316,Karan Kumar,59,Male,Married,Master's,Delhi,Delhi,Self-Employed,11.3,647651,30328,Personal Loan,484685,36,720,0.386,5,0,Owned,No,0,No,23.4,4,615244,medium,Approved,12.03,2026-03-04,Hyderabad,1.3362,20.29,51–64,2026-03
LOAN100317,Vivek Verma,41,Male,Married,PhD,Jaipur,Rajasthan,Business Owner,19.6,629089,23657,Gold Loan,119244,36,691,0.626,5,1,Parental,Yes,100852,No,15.2,4,1844549,medium,Rejected,0.0,2026-03-03,Mumbai,5.2756,77.97,41–50,2026-03
LOAN100318,Ananya Nair,41,Male,Widowed,Diploma,Chennai,Tamil Nadu,Unemployed,0.0,76766,3780,Business Loan,3183197,48,763,0.399,2,0,Company Provided,Yes,3276707,Yes,4.6,4,91730,low,Approved,11.23,2025-11-20,Hyderabad,0.0241,24.27,41–50,2025-11
LOAN100319,Riya Chaudhary,38,Female,Widowed,PhD,Surat,Gujarat,Freelancer,14.4,433885,20244,Business Loan,1325267,180,486,0.481,3,1,Rented,Yes,1724112,Yes,22.4,4,600338,high,Rejected,0.0,2026-03-05,Pune,0.3274,29.66,31–40,2026-03
LOAN100320,Rohan Verma,61,Male,Divorced,Master's,Indore,Madhya Pradesh,Self-Employed,11.6,624752,26423,Personal Loan,302695,120,555,0.8,1,1,Rented,Yes,296087,Yes,11.9,0,1175983,high,Rejected,0.0,2026-01-15,Kolkata,2.064,44.51,51–64,2026-01
LOAN100321,Sneha Bose,49,Male,Divorced,High School,Chennai,Tamil Nadu,Freelancer,10.2,537830,19883,Education Loan,1206487,120,551,0.565,1,2,Owned,No,0,No,21.1,1,840484,high,Rejected,0.0,2025-11-21,Delhi,0.4458,42.27,41–50,2025-11
LOAN100322,Arjun Reddy,54,Female,Divorced,Bachelor's,Surat,Gujarat,Business Owner,7.5,692223,21704,Car Loan,1652642,24,610,0.453,3,2,Rented,No,0,No,0.7,7,646154,high,Rejected,0.0,2026-02-05,Pune,0.4189,29.77,51–64,2026-02
LOAN100323,Meera Joshi,43,Other,Married,Master's,Vadodara,Gujarat,Freelancer,10.5,298021,9772,Business Loan,5391650,12,506,0.612,5,3,Company Provided,Yes,7579723,No,8.8,4,90399,high,Rejected,0.0,2026-03-17,Pune,0.0553,9.25,41–50,2026-03
LOAN100324,Suman Verma,43,Female,Single,Master's,Hyderabad,Telangana,Freelancer,11.4,563465,29307,Car Loan,1068332,180,753,0.257,2,0,Parental,No,0,No,6.0,0,735813,low,Approved,10.72,2026-01-21,Ahmedabad,0.5274,25.11,41–50,2026-01
LOAN100325,Rajesh Shah,44,Other,Widowed,Master's,Delhi,Delhi,Business Owner,1.1,773002,24586,Business Loan,891912,12,663,0.477,1,0,Company Provided,Yes,919717,Yes,13.6,3,468129,medium,Approved,13.62,2026-04-07,Hyderabad,0.8667,19.04,41–50,2026-04
LOAN100326,Vinod Shah,35,Female,Single,Diploma,Mumbai,Maharashtra,Unemployed,0.0,59000,1866,Education Loan,1012478,60,730,0.133,2,0,Company Provided,Yes,935879,No,5.5,6,53616,low,Approved,10.57,2025-12-21,Delhi,0.0583,28.73,31–40,2025-12
LOAN100327,Priya Verma,25,Other,Widowed,Master's,Rajkot,Gujarat,Freelancer,3.9,587598,29245,Home Loan,3806468,84,466,0.633,5,2,Company Provided,Yes,4087285,Yes,3.7,5,385903,high,Rejected,0.0,2026-01-14,Kolkata,0.1544,13.2,21–30,2026-01
LOAN100328,Vivek Bose,22,Male,Widowed,PhD,Lucknow,Uttar Pradesh,Self-Employed,10.3,976154,50680,Business Loan,1957755,60,573,0.664,2,3,Parental,Yes,1842623,No,11.8,0,1707870,high,Rejected,0.0,2026-04-11,Ahmedabad,0.4986,33.7,21–30,2026-04
LOAN100329,Meera Gupta,61,Other,Widowed,Master's,Rajkot,Gujarat,Freelancer,16.6,312815,11831,Personal Loan,193392,60,610,0.576,1,1,Rented,No,0,Yes,10.1,1,888325,high,Rejected,0.0,2026-03-04,Bangalore,1.6175,75.08,51–64,2026-03
LOAN100330,Lata Chaudhary,47,Female,Single,Bachelor's,Nagpur,Maharashtra,Business Owner,18.4,1747812,48154,Gold Loan,361451,240,497,0.531,2,2,Owned,Yes,517440,No,10.5,4,937308,high,Rejected,0.0,2026-03-12,Mumbai,4.8355,19.46,41–50,2026-03
LOAN100331,Geeta Mishra,52,Male,Widowed,High School,Kolkata,West Bengal,Freelancer,13.7,482859,12244,Home Loan,6362475,24,748,0.324,1,0,Owned,No,0,Yes,8.5,2,1090582,low,Approved,11.16,2025-12-31,Kolkata,0.0759,89.07,51–64,2025-12
LOAN100332,Vinod Nair,60,Male,Married,High School,Kolkata,West Bengal,Salaried,14.4,421867,19082,Home Loan,2220251,240,494,0.696,3,2,Rented,No,0,No,3.5,3,943829,high,Rejected,0.0,2026-03-22,Delhi,0.19,49.46,51–64,2026-03
LOAN100333,Neha Mehta,50,Female,Single,PhD,Bangalore,Karnataka,Salaried,7.5,594326,27557,Gold Loan,90563,60,766,0.154,0,0,Owned,Yes,129041,No,17.4,3,808141,low,Approved,9.95,2025-12-02,Mumbai,6.5626,29.33,41–50,2025-12
LOAN100334,Aarav Agarwal,52,Male,Single,Bachelor's,Bangalore,Karnataka,Salaried,7.8,498735,26109,Education Loan,2239927,48,466,0.818,1,1,Owned,No,0,Yes,24.0,6,167065,high,Rejected,0.0,2025-11-15,Bangalore,0.2227,6.4,51–64,2025-11
LOAN100335,Arjun Malhotra,41,Female,Widowed,High School,Hyderabad,Telangana,Self-Employed,16.4,489628,16033,Home Loan,6407772,120,590,0.631,4,3,Owned,Yes,5976421,No,8.4,7,46139,high,Rejected,0.0,2025-11-18,Hyderabad,0.0764,2.88,41–50,2025-11
LOAN100336,Shreya Rao,35,Male,Single,Diploma,Rajkot,Gujarat,Salaried,1.8,672513,26028,Education Loan,2464740,48,757,0.261,2,0,Company Provided,No,0,Yes,18.0,1,1603416,low,Approved,10.66,2025-12-10,Bangalore,0.2729,61.6,31–40,2025-12
LOAN100337,Vivek Reddy,44,Male,Divorced,Master's,Lucknow,Uttar Pradesh,Business Owner,14.1,1112427,30314,Home Loan,4788042,84,535,0.842,4,1,Owned,Yes,6415902,No,9.9,5,2157826,high,Rejected,0.0,2026-03-06,Mumbai,0.2323,71.18,41–50,2026-03
LOAN100338,Vivek Rao,39,Female,Divorced,Diploma,Vadodara,Gujarat,Self-Employed,14.9,765125,22996,Home Loan,5337259,24,584,0.374,5,1,Rented,No,0,Yes,6.3,6,1675363,medium,Approved,14.69,2026-01-11,Hyderabad,0.1434,72.85,31–40,2026-01
LOAN100339,Vinod Iyer,57,Male,Married,Bachelor's,Surat,Gujarat,Self-Employed,15.3,798314,29078,Personal Loan,532426,84,762,0.325,2,0,Rented,Yes,580570,Yes,22.7,7,1606022,low,Approved,10.88,2026-03-02,Chennai,1.4994,55.23,51–64,2026-03
LOAN100340,Riya Singh,21,Male,Single,Diploma,Kolkata,West Bengal,Unemployed,0.0,36924,2077,Education Loan,221462,240,585,0.545,4,3,Rented,Yes,187186,Yes,4.8,7,61629,high,Rejected,0.0,2026-03-13,Chennai,0.1667,29.67,21–30,2026-03
LOAN100341,Arjun Joshi,45,Female,Married,PhD,Chennai,Tamil Nadu,Unemployed,0.0,70385,2343,Home Loan,5774142,120,732,0.354,1,0,Parental,No,0,No,24.2,4,45337,low,Approved,11.63,2026-01-01,Delhi,0.0122,19.35,41–50,2026-01
LOAN100342,Vivek Chaudhary,33,Male,Widowed,Master's,Surat,Gujarat,Business Owner,9.1,2359371,126151,Education Loan,1616766,120,744,0.159,0,0,Parental,Yes,1783941,Yes,14.0,3,1340861,low,Approved,10.42,2026-01-27,Kolkata,1.4593,10.63,31–40,2026-01
LOAN100343,Manoj Chaudhary,32,Male,Married,Diploma,Mumbai,Maharashtra,Business Owner,12.3,1857982,46708,Education Loan,2150509,60,726,0.231,0,0,Parental,No,0,No,10.4,5,2372028,low,Approved,11.13,2026-01-23,Hyderabad,0.864,50.78,31–40,2026-01
LOAN100344,Priya Mishra,51,Other,Married,Diploma,Pune,Maharashtra,Freelancer,12.0,285289,14387,Education Loan,2403569,60,716,0.324,2,0,Parental,Yes,3592688,No,13.0,5,425489,low,Approved,11.8,2025-11-09,Hyderabad,0.1187,29.57,51–64,2025-11
LOAN100345,Divya Sharma,24,Other,Married,Bachelor's,Bangalore,Karnataka,Salaried,14.8,838325,37876,Gold Loan,398643,120,479,0.817,5,2,Rented,Yes,576050,No,6.6,7,1472189,high,Rejected,0.0,2025-11-16,Bangalore,2.1029,38.87,21–30,2025-11
LOAN100346,Rohan Pillai,40,Male,Widowed,Diploma,Pune,Maharashtra,Salaried,18.4,508604,26782,Home Loan,2395848,24,518,0.69,1,3,Parental,Yes,3550411,No,12.8,6,825435,high,Rejected,0.0,2026-01-27,Ahmedabad,0.2123,30.82,31–40,2026-01
LOAN100347,Vivek Nair,44,Other,Married,Master's,Vadodara,Gujarat,Freelancer,11.7,430105,20774,Gold Loan,267660,24,747,0.138,0,0,Owned,No,0,Yes,20.5,7,23508,low,Approved,10.25,2026-04-17,Pune,1.6069,1.13,41–50,2026-04
LOAN100348,Vivek Mehta,50,Female,Married,PhD,Delhi,Delhi,Unemployed,0.0,18035,1021,Education Loan,1816769,60,659,0.543,2,0,Company Provided,No,0,Yes,5.0,6,4039,medium,Approved,14.04,2026-03-19,Chennai,0.0099,3.96,41–50,2026-03
LOAN100349,Rohan Mishra,39,Male,Divorced,High School,Rajkot,Gujarat,Business Owner,12.7,655038,23846,Education Loan,940848,180,740,0.319,1,0,Rented,Yes,805240,No,12.4,7,1502378,low,Approved,11.29,2026-05-02,Mumbai,0.6962,63.0,31–40,2026-05
LOAN100350,Sanjay Nair,39,Female,Widowed,Bachelor's,Ahmedabad,Gujarat,Business Owner,10.7,1402171,63302,Home Loan,6601830,12,592,0.444,5,2,Parental,No,0,No,17.2,6,1489215,high,Rejected,0.0,2026-02-13,Chennai,0.2124,23.53,31–40,2026-02
LOAN100351,Suman Mishra,48,Other,Married,High School,Hyderabad,Telangana,Business Owner,1.6,2365213,106585,Gold Loan,117267,120,687,0.401,3,0,Parental,Yes,94066,Yes,9.5,2,4432734,medium,Under Review,0.0,2025-11-17,Kolkata,20.1695,41.59,41–50,2025-11
LOAN100352,Aarav Rao,40,Male,Divorced,Master's,Lucknow,Uttar Pradesh,Unemployed,0.0,58689,1924,Education Loan,888720,48,565,0.401,3,3,Company Provided,Yes,1216509,No,18.6,5,140394,high,Rejected,0.0,2026-02-04,Pune,0.066,72.97,31–40,2026-02
LOAN100353,Anil Kapoor,59,Other,Single,Diploma,Bangalore,Karnataka,Freelancer,6.2,695385,28926,Gold Loan,306471,24,727,0.357,0,0,Owned,Yes,431787,No,20.9,1,2078574,low,Approved,11.75,2026-01-05,Bangalore,2.269,71.86,51–64,2026-01
LOAN100354,Sunita Singh,33,Male,Widowed,High School,Bangalore,Karnataka,Freelancer,5.2,485640,14734,Home Loan,2699095,180,462,0.698,3,1,Parental,No,0,No,19.3,5,340001,high,Rejected,0.0,2026-02-28,Kolkata,0.1799,23.08,31–40,2026-02
LOAN100355,Manoj Reddy,37,Male,Single,Bachelor's,Kolkata,West Bengal,Salaried,12.9,815848,30648,Gold Loan,131036,36,724,0.423,2,0,Company Provided,No,0,No,20.3,4,578823,low,Approved,12.13,2026-04-05,Ahmedabad,6.2261,18.89,31–40,2026-04
LOAN100356,Divya Verma,25,Female,Widowed,PhD,Bangalore,Karnataka,Salaried,12.0,791290,39219,Home Loan,1864884,24,517,0.553,5,1,Parental,Yes,1643474,Yes,15.0,3,482750,high,Rejected,0.0,2026-01-25,Pune,0.4243,12.31,21–30,2026-01
LOAN100357,Aarav Malhotra,25,Female,Divorced,Diploma,Bangalore,Karnataka,Business Owner,12.2,2526343,131887,Personal Loan,302002,36,775,0.282,1,0,Parental,No,0,Yes,12.7,1,3523147,low,Approved,10.41,2025-12-02,Ahmedabad,8.3653,26.71,21–30,2025-12
LOAN100358,Suman Kapoor,56,Female,Married,Master's,Nagpur,Maharashtra,Self-Employed,6.5,326571,11337,Gold Loan,299337,12,700,0.31,1,0,Company Provided,No,0,Yes,24.5,0,337274,low,Approved,12.05,2026-03-12,Chennai,1.091,29.75,51–64,2026-03
LOAN100359,Neha Mishra,51,Female,Widowed,Master's,Rajkot,Gujarat,Salaried,6.3,479454,27813,Car Loan,1215337,180,653,0.541,4,1,Company Provided,Yes,1815402,No,2.3,0,1051886,medium,Under Review,0.0,2026-02-21,Chennai,0.3945,37.82,51–64,2026-02
LOAN100360,Lata Iyer,48,Female,Married,PhD,Vadodara,Gujarat,Unemployed,0.0,76529,2264,Education Loan,358603,24,655,0.302,3,0,Company Provided,Yes,300468,No,22.5,3,51183,medium,Under Review,0.0,2026-03-15,Mumbai,0.2134,22.61,41–50,2026-03
LOAN100361,Kavya Gupta,36,Male,Single,Bachelor's,Delhi,Delhi,Business Owner,19.8,2489103,143053,Gold Loan,390688,24,753,0.337,1,0,Rented,No,0,Yes,3.4,6,3909220,low,Approved,11.12,2026-02-07,Pune,6.3711,27.33,31–40,2026-02
LOAN100362,Rajesh Mishra,63,Other,Single,Master's,Pune,Maharashtra,Self-Employed,2.8,677252,36456,Gold Loan,317382,120,659,0.348,4,1,Company Provided,Yes,465976,No,16.0,1,923161,medium,Approved,13.06,2026-05-02,Delhi,2.1339,25.32,51–64,2026-05
LOAN100363,Riya Nair,53,Other,Single,PhD,Surat,Gujarat,Salaried,13.5,680996,21135,Home Loan,3748482,24,630,0.446,3,0,Company Provided,Yes,5589528,No,7.8,5,285642,medium,Approved,14.13,2026-02-10,Delhi,0.1817,13.52,51–64,2026-02
LOAN100364,Vinod Malhotra,35,Other,Widowed,High School,Ahmedabad,Gujarat,Unemployed,0.0,71986,3044,Car Loan,332735,120,767,0.385,2,0,Owned,No,0,Yes,24.2,4,194212,low,Approved,11.09,2026-03-19,Bangalore,0.2163,63.8,31–40,2026-03
LOAN100365,Karan Patel,34,Male,Single,PhD,Delhi,Delhi,Salaried,2.9,426128,14894,Business Loan,2803363,180,663,0.57,1,0,Rented,Yes,2415026,No,24.4,1,848663,medium,Rejected,0.0,2026-03-02,Ahmedabad,0.152,56.98,31–40,2026-03
LOAN100366,Lata Rao,39,Other,Married,High School,Jaipur,Rajasthan,Salaried,9.2,889775,41897,Business Loan,1297307,60,734,0.331,2,0,Owned,Yes,1322027,Yes,1.4,0,416342,low,Approved,11.47,2026-03-10,Bangalore,0.6859,9.94,31–40,2026-03
LOAN100367,Karan Nair,61,Female,Married,Master's,Chennai,Tamil Nadu,Unemployed,0.0,75762,3045,Business Loan,5820458,48,684,0.487,1,1,Parental,Yes,4959331,No,23.5,4,35802,medium,Approved,13.26,2026-03-13,Delhi,0.013,11.76,51–64,2026-03
LOAN100368,Kavya Verma,37,Female,Widowed,Master's,Lucknow,Uttar Pradesh,Business Owner,11.5,1140760,29504,Gold Loan,122857,48,766,0.35,0,0,Rented,Yes,150310,Yes,7.1,4,1845563,low,Approved,10.93,2025-11-10,Pune,9.2853,62.55,31–40,2025-11
LOAN100369,Rekha Joshi,61,Female,Single,High School,Chennai,Tamil Nadu,Salaried,7.0,830069,31187,Personal Loan,447547,24,603,0.563,1,1,Rented,No,0,No,23.8,1,1958186,high,Rejected,0.0,2026-04-03,Bangalore,1.8547,62.79,51–64,2026-04
LOAN100370,Suman Iyer,22,Other,Divorced,PhD,Vadodara,Gujarat,Unemployed,0.0,6538,185,Gold Loan,199571,60,609,0.486,1,1,Owned,Yes,257510,Yes,8.3,1,14828,medium,Approved,14.75,2026-03-19,Hyderabad,0.0328,80.15,21–30,2026-03
LOAN100371,Sunita Verma,59,Male,Widowed,PhD,Delhi,Delhi,Unemployed,0.0,36983,1831,Business Loan,2764710,120,657,0.441,4,1,Owned,Yes,3592065,No,17.8,6,29027,medium,Approved,13.56,2025-11-30,Pune,0.0134,15.85,51–64,2025-11
LOAN100372,Manoj Joshi,52,Female,Single,Bachelor's,Surat,Gujarat,Freelancer,16.1,446501,17212,Car Loan,1509605,180,634,0.644,5,1,Parental,Yes,1757808,Yes,16.0,1,123343,medium,Under Review,0.0,2026-03-04,Delhi,0.2958,7.17,51–64,2026-03
LOAN100373,Kavya Pillai,42,Other,Married,Master's,Indore,Madhya Pradesh,Self-Employed,6.1,563704,23446,Business Loan,4662133,12,657,0.284,5,0,Owned,Yes,6869729,No,0.8,5,344447,medium,Approved,12.78,2026-05-03,Pune,0.1209,14.69,41–50,2026-05
LOAN100374,Anil Pillai,48,Other,Single,PhD,Nagpur,Maharashtra,Unemployed,0.0,12929,516,Gold Loan,124532,84,762,0.185,1,0,Rented,Yes,179864,Yes,4.8,0,14645,low,Approved,10.19,2026-03-31,Hyderabad,0.1038,28.38,41–50,2026-03
LOAN100375,Sunita Joshi,23,Other,Single,Bachelor's,Mumbai,Maharashtra,Salaried,7.8,413583,14464,Education Loan,349970,180,779,0.233,0,0,Parental,No,0,No,5.7,1,921122,low,Approved,10.09,2025-12-10,Pune,1.1818,63.68,21–30,2025-12
LOAN100376,Aarav Shah,63,Female,Divorced,Bachelor's,Kolkata,West Bengal,Self-Employed,1.2,722921,26600,Personal Loan,108010,240,701,0.58,3,0,Owned,Yes,90755,No,22.3,2,433149,medium,Rejected,0.0,2026-02-03,Mumbai,6.6931,16.28,51–64,2026-02
LOAN100377,Priya Chaudhary,28,Male,Married,Bachelor's,Indore,Madhya Pradesh,Salaried,10.8,497804,16196,Education Loan,629463,180,775,0.169,0,0,Company Provided,No,0,No,7.8,3,653918,low,Approved,9.85,2026-03-19,Ahmedabad,0.7908,40.38,21–30,2026-03
LOAN100378,Anil Mehta,60,Male,Married,Bachelor's,Pune,Maharashtra,Salaried,7.4,538220,14177,Education Loan,918402,180,725,0.157,1,0,Company Provided,No,0,No,18.7,1,1457469,low,Approved,10.79,2026-03-24,Chennai,0.586,102.81,51–64,2026-03
LOAN100379,Rahul Mishra,22,Other,Widowed,Diploma,Kolkata,West Bengal,Freelancer,10.0,412753,11828,Gold Loan,236393,60,569,0.453,3,1,Owned,Yes,307316,Yes,3.6,2,439646,high,Rejected,0.0,2026-05-01,Chennai,1.746,37.17,21–30,2026-05
LOAN100380,Riya Singh,28,Female,Married,PhD,Ahmedabad,Gujarat,Salaried,12.1,848593,25528,Gold Loan,92476,84,720,0.422,5,1,Rented,No,0,Yes,7.4,3,330364,medium,Approved,12.21,2026-02-26,Chennai,9.1764,12.94,21–30,2026-02
LOAN100381,Arjun Kapoor,50,Other,Married,Diploma,Nagpur,Maharashtra,Freelancer,16.3,606596,17600,Car Loan,769742,180,765,0.347,1,0,Company Provided,Yes,945066,Yes,7.2,5,374223,low,Approved,10.93,2026-03-28,Pune,0.7881,21.26,41–50,2026-03
LOAN100382,Meera Joshi,36,Female,Widowed,Master's,Pune,Maharashtra,Salaried,1.5,441732,11946,Business Loan,5353290,48,760,0.132,0,0,Company Provided,Yes,6906339,Yes,8.0,6,372943,low,Approved,9.96,2026-02-22,Hyderabad,0.0825,31.22,31–40,2026-02
LOAN100383,Riya Nair,50,Other,Single,Master's,Ahmedabad,Gujarat,Freelancer,4.0,432386,13473,Car Loan,483650,84,716,0.608,5,1,Company Provided,Yes,458686,No,8.7,3,163878,medium,Under Review,0.0,2025-11-14,Mumbai,0.894,12.16,41–50,2025-11
LOAN100384,Divya Joshi,25,Other,Divorced,Diploma,Vadodara,Gujarat,Unemployed,0.0,79766,3547,Car Loan,1769673,84,625,0.394,1,0,Owned,Yes,2070877,Yes,3.7,0,178726,medium,Approved,13.97,2026-04-04,Mumbai,0.0451,50.39,21–30,2026-04
LOAN100385,Neha Shah,46,Female,Divorced,Master's,Kolkata,West Bengal,Unemployed,0.0,2349,136,Gold Loan,334494,48,770,0.168,1,0,Rented,Yes,285127,Yes,1.6,5,1445,low,Approved,9.94,2025-12-15,Ahmedabad,0.007,10.62,41–50,2025-12
LOAN100386,Kavya Singh,26,Female,Widowed,PhD,Nagpur,Maharashtra,Unemployed,0.0,58519,3279,Personal Loan,153076,84,768,0.257,2,0,Owned,No,0,Yes,15.2,3,123199,low,Approved,10.43,2026-04-01,Ahmedabad,0.3823,37.57,21–30,2026-04
LOAN100387,Sanjay Singh,64,Male,Widowed,PhD,Nagpur,Maharashtra,Salaried,14.0,557175,21064,Business Loan,3091423,12,672,0.568,4,0,Company Provided,Yes,3625401,No,15.4,4,367973,medium,Rejected,0.0,2026-05-04,Bangalore,0.1802,17.47,51–64,2026-05
LOAN100388,Geeta Pillai,41,Female,Divorced,Diploma,Vadodara,Gujarat,Unemployed,0.0,20345,709,Car Loan,1528882,12,543,0.796,4,2,Parental,Yes,1762300,Yes,4.7,5,3754,high,Rejected,0.0,2026-03-05,Ahmedabad,0.0133,5.29,41–50,2026-03
LOAN100389,Meera Mehta,54,Other,Single,High School,Delhi,Delhi,Salaried,5.9,759538,35410,Gold Loan,185443,36,701,0.627,1,0,Parental,Yes,231746,No,2.5,6,1618660,medium,Under Review,0.0,2025-12-15,Ahmedabad,4.0958,45.71,51–64,2025-12
LOAN100390,Divya Joshi,37,Other,Divorced,Diploma,Rajkot,Gujarat,Self-Employed,1.6,431697,14476,Education Loan,1611688,60,610,0.546,5,3,Owned,No,0,Yes,18.2,5,897904,high,Rejected,0.0,2025-11-18,Ahmedabad,0.2679,62.03,31–40,2025-11
LOAN100391,Rajesh Mishra,40,Male,Widowed,Diploma,Bangalore,Karnataka,Unemployed,0.0,78328,3863,Business Loan,3987781,48,595,0.577,5,1,Company Provided,No,0,No,4.1,1,114599,medium,Under Review,0.0,2025-12-29,Bangalore,0.0196,29.67,31–40,2025-12
LOAN100392,Pooja Sharma,28,Female,Married,Diploma,Nagpur,Maharashtra,Freelancer,10.1,349054,18238,Car Loan,1329490,36,747,0.166,2,0,Rented,No,0,Yes,4.0,6,456515,low,Approved,10.39,2026-01-08,Pune,0.2625,25.03,21–30,2026-01
LOAN100393,Aarav Kumar,45,Male,Single,Diploma,Ahmedabad,Gujarat,Salaried,15.1,438539,14593,Gold Loan,155940,240,680,0.305,5,0,Owned,No,0,No,4.0,0,833567,medium,Under Review,0.0,2026-05-01,Mumbai,2.8122,57.12,41–50,2026-05
LOAN100394,Nikhil Gupta,33,Female,Divorced,Master's,Delhi,Delhi,Salaried,2.2,551973,16642,Business Loan,4092395,84,781,0.398,2,0,Owned,Yes,4886302,No,15.9,1,228005,low,Approved,10.87,2026-04-23,Delhi,0.1349,13.7,31–40,2026-04
LOAN100395,Aarav Joshi,47,Male,Married,Master's,Rajkot,Gujarat,Unemployed,0.0,52061,1970,Personal Loan,530824,24,780,0.279,2,0,Parental,No,0,No,6.0,2,137598,low,Approved,10.29,2026-01-26,Delhi,0.0981,69.85,41–50,2026-01
LOAN100396,Lata Singh,28,Male,Married,Diploma,Chennai,Tamil Nadu,Freelancer,19.2,237714,9339,Car Loan,970583,24,704,0.34,3,0,Parental,Yes,856875,Yes,17.1,5,117228,medium,Approved,12.12,2025-11-15,Ahmedabad,0.2449,12.55,21–30,2025-11
LOAN100397,Rekha Singh,45,Male,Married,Diploma,Chennai,Tamil Nadu,Unemployed,0.0,64188,2289,Personal Loan,313488,84,655,0.6,2,1,Company Provided,Yes,455503,No,18.2,6,151956,medium,Rejected,0.0,2026-01-02,Delhi,0.2048,66.39,41–50,2026-01
